name,sku,category,price,compareAtPrice,stock,description,shortDescription,image_1,weight,status,featured
Maha Lakshmi Yantra Handcrafted,RAM-YN-039,Yantra,1829,2359,63,Siddh Maha Lakshmi Yantra for removing financial obstacles and attracting abundance and prosperity.,Goddess Lakshmi prosperity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,217,ACTIVE,false
Navgraha Yantra Copper Medium Inch,RAM-YN-040,Yantra,799,1039,36,Comprehensive Navgraha Yantra containing symbols of all 9 planets for astrological balance and protection.,Nine-planet harmonising yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,168,ACTIVE,false
Vastu Dosh Nivaran Yantra Premium,RAM-YN-041,Yantra,289,369,54,Powerful Vastu Dosh Nivaran Yantra for correcting directional energy imbalances in home and office.,Vastu correction sacred plate,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,47,ACTIVE,false
Mahamrityunjaya Yantra Sacred,RAM-YN-042,Yantra,1279,1649,25,"Sacred Mahamrityunjaya Yantra associated with Lord Shiva for health, longevity, and protection from illness.",Health and longevity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,116,ACTIVE,false
Baglamukhi Yantra Gold Plated Traditional,RAM-YN-043,Yantra,2019,2289,11,"Gold-plated Baglamukhi Yantra for protection from enemies, court cases, and negative influences.",Enemy-protection sacred yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,262,ACTIVE,false
Vyapar Vridhi Yantra Classic,RAM-YN-044,Yantra,649,769,55,"Siddh Vyapar Vridhi Yantra for business growth, commercial success, and overcoming professional obstacles.",Business growth yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,178,ACTIVE,false
Saraswati Yantra for Students Classic,RAM-YN-045,Yantra,1399,1709,49,"Saraswati Yantra for enhanced learning, memory, wisdom and academic success. Ideal for students and scholars.",Knowledge and education yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,32,ACTIVE,false
Hanuman Chalisa Deluxe Edition,RAM-BS-001,Books & Scriptures,309,389,231,"Premium quality Hanuman Chalisa with Hindi text, English transliteration, and detailed meaning commentary.",Sacred Hanuman prayer book,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,78,ACTIVE,true
Shrimad Bhagavad Gita Artisan,RAM-BS-002,Books & Scriptures,1119,1449,79,"Complete Shrimad Bhagavad Gita with Sanskrit shloka, Hindi translation, and philosophical commentary.",Complete Gita with commentary,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,481,ACTIVE,true
Ramcharitmanas (Tulsi Ramayan) Sacred,RAM-BS-003,Books & Scriptures,869,1179,19,Complete Ramcharitmanas by Goswami Tulsidas in original Awadhi with Hindi translation and spiritual notes.,Tulsidas epic in original Awadhi,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,695,ACTIVE,true
Sunderkand Path Book Artisan,RAM-BS-004,Books & Scriptures,79,99,261,Beautifully formatted Sunderkand from Ramcharitmanas for weekly paath recitation with clear large text.,Hanuman's Lanka chapter for paath,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,160,ACTIVE,false
Vishnu Sahasranama Stotra Handcrafted,RAM-BS-005,Books & Scriptures,309,409,198,"Vishnu Sahasranama with Sanskrit text, phonetic transliteration, meaning, and proper recitation guidance.",1000 names of Lord Vishnu,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,87,ACTIVE,false
Durga Saptashati / Devi Mahatmyam Heritage,RAM-BS-006,Books & Scriptures,109,129,60,"Complete Durga Saptashati (Chandi Path) with proper vidhi, yantra illustrations, and translation.",700 verses of Goddess Durga,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,146,ACTIVE,false
Shiv Purana Handcrafted Edition,RAM-BS-007,Books & Scriptures,379,469,37,"Comprehensive Shiv Purana with sacred stories, mythology, and philosophical teachings of Lord Mahadev.",Sacred stories of Lord Shiva,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,480,ACTIVE,false
Satyanarayan Katha Book Traditional,RAM-BS-008,Books & Scriptures,49,59,232,"Complete Satyanarayan Vrat Katha with puja vidhi, aarti, and all five chapters for monthly vrat observance.",Vrat katha for Satyanarayan puja,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,36,ACTIVE,false
Aarti Sangrah Collection Traditional,RAM-BS-009,Books & Scriptures,259,339,105,Comprehensive aarti sangrah containing 101 aartis for all major Hindu deities with notation and meaning.,All-deity aarti compilation,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,162,ACTIVE,false
Yoga Vashishtha Temple Grade,RAM-BS-010,Books & Scriptures,479,559,30,"Sage Vashishtha's teachings to Lord Rama on consciousness, liberation, and the nature of reality.",Philosophical discourse on liberation,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,549,ACTIVE,false
Hanuman Chalisa Royal Edition,RAM-BS-011,Books & Scriptures,179,209,69,"Premium quality Hanuman Chalisa with Hindi text, English transliteration, and detailed meaning commentary.",Sacred Hanuman prayer book,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,59,ACTIVE,false
Shrimad Bhagavad Gita Classic,RAM-BS-012,Books & Scriptures,849,989,22,"Complete Shrimad Bhagavad Gita with Sanskrit shloka, Hindi translation, and philosophical commentary.",Complete Gita with commentary,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,448,ACTIVE,false
Ramcharitmanas (Tulsi Ramayan) Temple Grade,RAM-BS-013,Books & Scriptures,779,919,23,Complete Ramcharitmanas by Goswami Tulsidas in original Awadhi with Hindi translation and spiritual notes.,Tulsidas epic in original Awadhi,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,931,ACTIVE,false
Sunderkand Path Book Deluxe,RAM-BS-014,Books & Scriptures,99,129,189,Beautifully formatted Sunderkand from Ramcharitmanas for weekly paath recitation with clear large text.,Hanuman's Lanka chapter for paath,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,101,ACTIVE,false
Vishnu Sahasranama Stotra Traditional,RAM-BS-015,Books & Scriptures,349,459,49,"Vishnu Sahasranama with Sanskrit text, phonetic transliteration, meaning, and proper recitation guidance.",1000 names of Lord Vishnu,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,183,ACTIVE,false
Durga Saptashati / Devi Mahatmyam Handcrafted,RAM-BS-016,Books & Scriptures,159,219,54,"Complete Durga Saptashati (Chandi Path) with proper vidhi, yantra illustrations, and translation.",700 verses of Goddess Durga,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,379,ACTIVE,false
Shiv Purana Heritage Edition,RAM-BS-017,Books & Scriptures,259,319,22,"Comprehensive Shiv Purana with sacred stories, mythology, and philosophical teachings of Lord Mahadev.",Sacred stories of Lord Shiva,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,683,ACTIVE,false
Satyanarayan Katha Book Deluxe,RAM-BS-018,Books & Scriptures,49,69,249,"Complete Satyanarayan Vrat Katha with puja vidhi, aarti, and all five chapters for monthly vrat observance.",Vrat katha for Satyanarayan puja,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,96,ACTIVE,false
Aarti Sangrah Collection Premium,RAM-BS-019,Books & Scriptures,269,299,60,Comprehensive aarti sangrah containing 101 aartis for all major Hindu deities with notation and meaning.,All-deity aarti compilation,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,193,ACTIVE,false
Yoga Vashishtha Classic,RAM-BS-020,Books & Scriptures,239,299,16,"Sage Vashishtha's teachings to Lord Rama on consciousness, liberation, and the nature of reality.",Philosophical discourse on liberation,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,457,ACTIVE,false
Hanuman Chalisa Classic Edition,RAM-BS-021,Books & Scriptures,369,479,264,"Premium quality Hanuman Chalisa with Hindi text, English transliteration, and detailed meaning commentary.",Sacred Hanuman prayer book,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,165,ACTIVE,false
Shrimad Bhagavad Gita Handcrafted,RAM-BS-022,Books & Scriptures,1009,1229,100,"Complete Shrimad Bhagavad Gita with Sanskrit shloka, Hindi translation, and philosophical commentary.",Complete Gita with commentary,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,453,ACTIVE,false
Ramcharitmanas (Tulsi Ramayan) Heritage,RAM-BS-023,Books & Scriptures,1199,1429,69,Complete Ramcharitmanas by Goswami Tulsidas in original Awadhi with Hindi translation and spiritual notes.,Tulsidas epic in original Awadhi,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,536,ACTIVE,false
Sunderkand Path Book Traditional,RAM-BS-024,Books & Scriptures,139,179,282,Beautifully formatted Sunderkand from Ramcharitmanas for weekly paath recitation with clear large text.,Hanuman's Lanka chapter for paath,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,138,ACTIVE,false
Vishnu Sahasranama Stotra Premium,RAM-BS-025,Books & Scriptures,69,99,164,"Vishnu Sahasranama with Sanskrit text, phonetic transliteration, meaning, and proper recitation guidance.",1000 names of Lord Vishnu,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,107,ACTIVE,false
Durga Saptashati / Devi Mahatmyam Premium,RAM-BS-026,Books & Scriptures,169,209,59,"Complete Durga Saptashati (Chandi Path) with proper vidhi, yantra illustrations, and translation.",700 verses of Goddess Durga,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,354,ACTIVE,false
Shiv Purana Sacred Edition,RAM-BS-027,Books & Scriptures,469,549,20,"Comprehensive Shiv Purana with sacred stories, mythology, and philosophical teachings of Lord Mahadev.",Sacred stories of Lord Shiva,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,215,ACTIVE,false
Satyanarayan Katha Book Handcrafted,RAM-BS-028,Books & Scriptures,169,229,119,"Complete Satyanarayan Vrat Katha with puja vidhi, aarti, and all five chapters for monthly vrat observance.",Vrat katha for Satyanarayan puja,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,88,ACTIVE,false
Aarti Sangrah Collection Sacred,RAM-BS-029,Books & Scriptures,169,219,134,Comprehensive aarti sangrah containing 101 aartis for all major Hindu deities with notation and meaning.,All-deity aarti compilation,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,118,ACTIVE,false
Yoga Vashishtha Traditional,RAM-BS-030,Books & Scriptures,1249,1469,25,"Sage Vashishtha's teachings to Lord Rama on consciousness, liberation, and the nature of reality.",Philosophical discourse on liberation,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,263,ACTIVE,false
Hanuman Chalisa Handcrafted Edition,RAM-BS-031,Books & Scriptures,129,149,143,"Premium quality Hanuman Chalisa with Hindi text, English transliteration, and detailed meaning commentary.",Sacred Hanuman prayer book,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,166,ACTIVE,false
Shrimad Bhagavad Gita Traditional,RAM-BS-032,Books & Scriptures,679,829,92,"Complete Shrimad Bhagavad Gita with Sanskrit shloka, Hindi translation, and philosophical commentary.",Complete Gita with commentary,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,371,ACTIVE,false
Ramcharitmanas (Tulsi Ramayan) Classic,RAM-BS-033,Books & Scriptures,969,1139,31,Complete Ramcharitmanas by Goswami Tulsidas in original Awadhi with Hindi translation and spiritual notes.,Tulsidas epic in original Awadhi,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,880,ACTIVE,false
Sunderkand Path Book Classic,RAM-BS-034,Books & Scriptures,199,219,129,Beautifully formatted Sunderkand from Ramcharitmanas for weekly paath recitation with clear large text.,Hanuman's Lanka chapter for paath,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,92,ACTIVE,false
Vishnu Sahasranama Stotra Artisan,RAM-BS-035,Books & Scriptures,129,149,93,"Vishnu Sahasranama with Sanskrit text, phonetic transliteration, meaning, and proper recitation guidance.",1000 names of Lord Vishnu,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,123,ACTIVE,false
Durga Saptashati / Devi Mahatmyam Royal,RAM-BS-036,Books & Scriptures,579,749,28,"Complete Durga Saptashati (Chandi Path) with proper vidhi, yantra illustrations, and translation.",700 verses of Goddess Durga,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,116,ACTIVE,false
Shiv Purana Premium Edition,RAM-BS-037,Books & Scriptures,959,1139,44,"Comprehensive Shiv Purana with sacred stories, mythology, and philosophical teachings of Lord Mahadev.",Sacred stories of Lord Shiva,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,533,ACTIVE,false
Satyanarayan Katha Book Premium,RAM-BS-038,Books & Scriptures,159,219,291,"Complete Satyanarayan Vrat Katha with puja vidhi, aarti, and all five chapters for monthly vrat observance.",Vrat katha for Satyanarayan puja,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,95,ACTIVE,false
Aarti Sangrah Collection Royal,RAM-BS-039,Books & Scriptures,139,189,40,Comprehensive aarti sangrah containing 101 aartis for all major Hindu deities with notation and meaning.,All-deity aarti compilation,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,86,ACTIVE,false
Yoga Vashishtha Artisan,RAM-BS-040,Books & Scriptures,489,599,24,"Sage Vashishtha's teachings to Lord Rama on consciousness, liberation, and the nature of reality.",Philosophical discourse on liberation,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,361,ACTIVE,false
Hanuman Chalisa Temple Grade Edition,RAM-BS-041,Books & Scriptures,439,569,83,"Premium quality Hanuman Chalisa with Hindi text, English transliteration, and detailed meaning commentary.",Sacred Hanuman prayer book,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,119,ACTIVE,false
Shrimad Bhagavad Gita Premium,RAM-BS-042,Books & Scriptures,1089,1399,57,"Complete Shrimad Bhagavad Gita with Sanskrit shloka, Hindi translation, and philosophical commentary.",Complete Gita with commentary,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,630,ACTIVE,false
Ramcharitmanas (Tulsi Ramayan) Artisan,RAM-BS-043,Books & Scriptures,1209,1429,78,Complete Ramcharitmanas by Goswami Tulsidas in original Awadhi with Hindi translation and spiritual notes.,Tulsidas epic in original Awadhi,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,963,ACTIVE,false
Sunderkand Path Book Sacred,RAM-BS-044,Books & Scriptures,249,309,210,Beautifully formatted Sunderkand from Ramcharitmanas for weekly paath recitation with clear large text.,Hanuman's Lanka chapter for paath,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,140,ACTIVE,false
Vishnu Sahasranama Stotra Deluxe,RAM-BS-045,Books & Scriptures,119,139,52,"Vishnu Sahasranama with Sanskrit text, phonetic transliteration, meaning, and proper recitation guidance.",1000 names of Lord Vishnu,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,97,ACTIVE,false
Durga Saptashati / Devi Mahatmyam Classic,RAM-BS-046,Books & Scriptures,219,299,87,"Complete Durga Saptashati (Chandi Path) with proper vidhi, yantra illustrations, and translation.",700 verses of Goddess Durga,https://images.unsplash.com/photo-1524995997946-a1c2e315a42f?w=800&auto=format&fit=crop&q=80,333,ACTIVE,false
Shiv Purana Traditional Edition,RAM-BS-047,Books & Scriptures,439,539,31,"Comprehensive Shiv Purana with sacred stories, mythology, and philosophical teachings of Lord Mahadev.",Sacred stories of Lord Shiva,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=800&auto=format&fit=crop&q=80,478,ACTIVE,false
Satyanarayan Katha Book Artisan,RAM-BS-048,Books & Scriptures,79,99,207,"Complete Satyanarayan Vrat Katha with puja vidhi, aarti, and all five chapters for monthly vrat observance.",Vrat katha for Satyanarayan puja,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=800&auto=format&fit=crop&q=80,49,ACTIVE,false
